G11_shinriki
06.09.2021
19:34:38
shinriki oszillator
DFT of V1
shinriki oszillator 
Chaos_Versuch
V1(V) V2(V) V3(V) cutX(V) cutY(V) DFTfq(Hz) DFTY(power)

2,252E+0 1,771E-1 4,398E-1 2,998E-1 -6,583E-2 3,003E+1 2,030E+0
1,596E+0 -1,932E-1 2,782E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,583E+0 -1,980E-1 2,731E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,569E+0 -2,024E-1 2,673E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,555E+0 -2,067E-1 2,619E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,541E+0 -2,110E-1 2,561E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,527E+0 -2,147E-1 2,505E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,513E+0 -2,182E-1 2,446E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,500E+0 -2,215E-1 2,390E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,487E+0 -2,246E-1 2,337E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,473E+0 -2,274E-1 2,275E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,459E+0 -2,299E-1 2,217E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,446E+0 -2,320E-1 2,160E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,433E+0 -2,343E-1 2,095E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,420E+0 -2,360E-1 2,038E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,407E+0 -2,375E-1 1,984E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,394E+0 -2,388E-1 1,918E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,381E+0 -2,398E-1 1,860E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,369E+0 -2,406E-1 1,796E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,357E+0 -2,409E-1 1,740E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,344E+0 -2,411E-1 1,682E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,332E+0 -2,411E-1 1,620E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,320E+0 -2,404E-1 1,562E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,309E+0 -2,398E-1 1,501E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,298E+0 -2,389E-1 1,447E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,286E+0 -2,380E-1 1,388E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,275E+0 -2,365E-1 1,330E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,265E+0 -2,347E-1 1,274E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,254E+0 -2,327E-1 1,218E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,244E+0 -2,305E-1 1,167E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,234E+0 -2,281E-1 1,115E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,225E+0 -2,253E-1 1,059E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,215E+0 -2,222E-1 1,009E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,206E+0 -2,190E-1 9,549E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,197E+0 -2,156E-1 9,056E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,189E+0 -2,119E-1 8,512E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,181E+0 -2,082E-1 8,052E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,173E+0 -2,039E-1 7,525E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,166E+0 -1,998E-1 7,081E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,159E+0 -1,953E-1 6,636E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,152E+0 -1,904E-1 6,208E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,146E+0 -1,853E-1 5,780E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,140E+0 -1,805E-1 5,369E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,135E+0 -1,751E-1 4,957E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,130E+0 -1,695E-1 4,530E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,125E+0 -1,636E-1 4,184E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,121E+0 -1,576E-1 3,838E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,117E+0 -1,517E-1 3,493E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,114E+0 -1,456E-1 3,180E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,111E+0 -1,394E-1 2,867E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,109E+0 -1,326E-1 2,555E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,107E+0 -1,260E-1 2,258E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,106E+0 -1,195E-1 1,979E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,105E+0 -1,125E-1 1,748E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,104E+0 -1,053E-1 1,501E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,105E+0 -9,822E-2 1,287E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,106E+0 -9,098E-2 1,073E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,107E+0 -8,390E-2 9,087E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,109E+0 -7,666E-2 7,277E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,111E+0 -6,893E-2 5,467E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,114E+0 -6,135E-2 3,821E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,118E+0 -5,362E-2 2,669E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,122E+0 -4,605E-2 1,517E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,127E+0 -3,831E-2 6,936E-4 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,133E+0 -3,041E-2 3,527E-5 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,139E+0 -2,284E-2 -2,939E-4 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,145E+0 -1,461E-2 -2,939E-4 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,153E+0 -6,713E-3 -7,876E-4 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,161E+0 1,352E-3 -7,876E-4 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,170E+0 9,417E-3 -6,231E-4 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,179E+0 1,732E-2 -6,231E-4 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,189E+0 2,522E-2 3,644E-4 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,200E+0 3,328E-2 1,352E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,211E+0 4,118E-2 1,846E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,223E+0 4,908E-2 3,162E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,235E+0 5,715E-2 4,644E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,249E+0 6,505E-2 5,796E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,263E+0 7,295E-2 7,442E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,277E+0 8,068E-2 9,581E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,293E+0 8,875E-2 1,205E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,308E+0 9,632E-2 1,370E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,325E+0 1,041E-1 1,649E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,342E+0 1,118E-1 1,913E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,359E+0 1,192E-1 2,192E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,379E+0 1,264E-1 2,456E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,398E+0 1,342E-1 2,785E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,417E+0 1,412E-1 3,081E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,438E+0 1,488E-1 3,476E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,458E+0 1,557E-1 3,805E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,479E+0 1,626E-1 4,217E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,501E+0 1,697E-1 4,595E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,524E+0 1,766E-1 4,974E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,547E+0 1,834E-1 5,385E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,570E+0 1,898E-1 5,797E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,594E+0 1,961E-1 6,324E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,618E+0 2,026E-1 6,768E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,642E+0 2,091E-1 7,245E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,667E+0 2,150E-1 7,690E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,693E+0 2,211E-1 8,249E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,719E+0 2,272E-1 8,759E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,744E+0 2,329E-1 9,270E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,770E+0 2,385E-1 9,796E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,796E+0 2,439E-1 1,034E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,822E+0 2,494E-1 1,090E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,849E+0 2,546E-1 1,147E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,875E+0 2,594E-1 1,205E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,901E+0 2,645E-1 1,259E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,928E+0 2,693E-1 1,319E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,954E+0 2,742E-1 1,381E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,979E+0 2,787E-1 1,440E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,004E+0 2,830E-1 1,503E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,029E+0 2,874E-1 1,562E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,052E+0 2,917E-1 1,630E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,075E+0 2,958E-1 1,699E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,098E+0 2,996E-1 1,758E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,120E+0 3,034E-1 1,822E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,141E+0 3,067E-1 1,891E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,161E+0 3,099E-1 1,952E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,180E+0 3,132E-1 2,021E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,198E+0 3,160E-1 2,086E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,215E+0 3,190E-1 2,158E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,231E+0 3,216E-1 2,227E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,246E+0 3,236E-1 2,290E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,261E+0 3,256E-1 2,360E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,274E+0 3,276E-1 2,430E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,286E+0 3,292E-1 2,497E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,298E+0 3,305E-1 2,565E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,308E+0 3,313E-1 2,630E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,318E+0 3,322E-1 2,701E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,326E+0 3,328E-1 2,772E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,334E+0 3,325E-1 2,838E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,341E+0 3,323E-1 2,902E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,347E+0 3,320E-1 2,973E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,353E+0 3,310E-1 3,037E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,357E+0 3,297E-1 3,101E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,361E+0 3,280E-1 3,170E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,364E+0 3,262E-1 3,233E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,366E+0 3,238E-1 3,297E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,368E+0 3,210E-1 3,363E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,369E+0 3,183E-1 3,422E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,369E+0 3,152E-1 3,488E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,369E+0 3,114E-1 3,545E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,368E+0 3,073E-1 3,608E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,366E+0 3,029E-1 3,662E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,364E+0 2,979E-1 3,715E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,361E+0 2,928E-1 3,773E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,357E+0 2,876E-1 3,829E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,354E+0 2,816E-1 3,881E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,349E+0 2,755E-1 3,931E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,344E+0 2,693E-1 3,980E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,338E+0 2,624E-1 4,028E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,332E+0 2,551E-1 4,074E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,325E+0 2,477E-1 4,115E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,318E+0 2,398E-1 4,159E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,310E+0 2,319E-1 4,197E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,301E+0 2,235E-1 4,233E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,292E+0 2,148E-1 4,266E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,283E+0 2,059E-1 4,304E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,273E+0 1,970E-1 4,339E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,263E+0 1,873E-1 4,370E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,253E+0 1,778E-1 4,391E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,241E+0 1,679E-1 4,419E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,229E+0 1,575E-1 4,442E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,218E+0 1,472E-1 4,461E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,205E+0 1,365E-1 4,484E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,192E+0 1,258E-1 4,497E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,178E+0 1,149E-1 4,508E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,165E+0 1,039E-1 4,525E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,151E+0 9,270E-2 4,535E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,136E+0 8,052E-2 4,541E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,121E+0 6,932E-2 4,544E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,106E+0 5,780E-2 4,548E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,091E+0 4,546E-2 4,548E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,074E+0 3,361E-2 4,541E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,058E+0 2,127E-2 4,541E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,041E+0 9,417E-3 4,530E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,024E+0 -2,927E-3 4,518E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,006E+0 -1,494E-2 4,503E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,989E+0 -2,745E-2 4,487E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,971E+0 -3,963E-2 4,464E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,952E+0 -5,181E-2 4,444E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,934E+0 -6,432E-2 4,418E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,915E+0 -7,650E-2 4,383E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,897E+0 -8,868E-2 4,355E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,877E+0 -1,010E-1 4,321E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,858E+0 -1,130E-1 4,281E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,838E+0 -1,250E-1 4,242E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,819E+0 -1,369E-1 4,204E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,799E+0 -1,484E-1 4,153E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,779E+0 -1,599E-1 4,108E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,758E+0 -1,718E-1 4,057E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,738E+0 -1,828E-1 4,005E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,718E+0 -1,942E-1 3,949E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,698E+0 -2,047E-1 3,889E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,677E+0 -2,157E-1 3,830E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,657E+0 -2,258E-1 3,769E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,636E+0 -2,361E-1 3,705E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,614E+0 -2,460E-1 3,638E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,593E+0 -2,557E-1 3,572E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,572E+0 -2,653E-1 3,499E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,550E+0 -2,745E-1 3,425E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,529E+0 -2,832E-1 3,353E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,507E+0 -2,919E-1 3,279E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,486E+0 -3,000E-1 3,195E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,464E+0 -3,079E-1 3,119E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,442E+0 -3,153E-1 3,039E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,421E+0 -3,225E-1 2,960E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,399E+0 -3,295E-1 2,874E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,377E+0 -3,359E-1 2,790E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,355E+0 -3,420E-1 2,706E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,333E+0 -3,479E-1 2,617E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,311E+0 -3,532E-1 2,532E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,289E+0 -3,581E-1 2,444E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,267E+0 -3,627E-1 2,354E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,245E+0 -3,672E-1 2,267E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,223E+0 -3,709E-1 2,178E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,201E+0 -3,741E-1 2,091E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,179E+0 -3,772E-1 1,998E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,157E+0 -3,800E-1 1,906E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,135E+0 -3,820E-1 1,819E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,113E+0 -3,838E-1 1,727E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,091E+0 -3,853E-1 1,638E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,069E+0 -3,862E-1 1,542E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,047E+0 -3,871E-1 1,455E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,025E+0 -3,871E-1 1,368E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
1,003E+0 -3,869E-1 1,281E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,814E-1 -3,862E-1 1,187E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,597E-1 -3,854E-1 1,103E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,387E-1 -3,839E-1 1,013E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
9,169E-1 -3,821E-1 9,302E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
8,957E-1 -3,802E-1 8,397E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
8,745E-1 -3,777E-1 7,541E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
8,536E-1 -3,747E-1 6,719E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
8,325E-1 -3,718E-1 5,879E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
8,118E-1 -3,680E-1 5,073E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,909E-1 -3,644E-1 4,250E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,701E-1 -3,601E-1 3,493E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,499E-1 -3,558E-1 2,703E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,295E-1 -3,507E-1 1,929E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
7,096E-1 -3,458E-1 1,172E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
6,898E-1 -3,400E-1 4,479E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
6,710E-1 -3,344E-1 -2,927E-3 0,000E+0 0,000E+0 0,000E+0 0,000E+0
6,518E-1 -3,286E-1 -1,000E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
6,334E-1 -3,224E-1 -1,659E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
6,151E-1 -3,156E-1 -2,366E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,971E-1 -3,089E-1 -3,025E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,795E-1 -3,020E-1 -3,667E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,626E-1 -2,942E-1 -4,292E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,460E-1 -2,868E-1 -4,918E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,297E-1 -2,791E-1 -5,477E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
5,140E-1 -2,715E-1 -6,053E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,984E-1 -2,631E-1 -6,563E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,836E-1 -2,549E-1 -7,090E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,691E-1 -2,463E-1 -7,617E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,544E-1 -2,376E-1 -8,078E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,414E-1 -2,292E-1 -8,571E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,284E-1 -2,202E-1 -8,999E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,159E-1 -2,111E-1 -9,427E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
4,038E-1 -2,019E-1 -9,806E-2 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,927E-1 -1,925E-1 -1,023E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,819E-1 -1,835E-1 -1,058E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,715E-1 -1,736E-1 -1,089E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,620E-1 -1,642E-1 -1,124E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,531E-1 -1,547E-1 -1,153E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,447E-1 -1,448E-1 -1,183E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,368E-1 -1,351E-1 -1,208E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,295E-1 -1,254E-1 -1,232E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,229E-1 -1,153E-1 -1,252E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,172E-1 -1,056E-1 -1,272E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,119E-1 -9,542E-2 -1,290E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,078E-1 -8,538E-2 -1,303E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,039E-1 -7,567E-2 -1,316E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
3,007E-1 -6,580E-2 -1,328E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,984E-1 -5,576E-2 -1,334E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,968E-1 -4,605E-2 -1,339E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,956E-1 -3,601E-2 -1,351E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,953E-1 -2,597E-2 -1,353E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,958E-1 -1,626E-2 -1,351E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
2,974E-1 -6,383E-3 -1,349E-1 0,000E+0 0,000E+0 0,000E+0 0,000E+0
