			
	m	t	
f	-5.84104E-05	0.244554	
			
X in nm	Y Signal 	f(x)	y-f
637.52	0.1026	0.207316202	-0.104716202
637.56	0.0998	0.207313865	-0.107513865
637.6	0.10626	0.207311529	-0.101051529
637.64	0.09695	0.207309193	-0.110359193
637.68	0.09679	0.207306856	-0.110516856
637.72	0.09807	0.20730452	-0.10923452
637.76	0.097	0.207302183	-0.110302183
637.8	0.10183	0.207299847	-0.105469847
637.84	0.10066	0.20729751	-0.10663751
637.88	0.10922	0.207295174	-0.098075174
637.92	0.10306	0.207292838	-0.104232838
637.96	0.10265	0.207290501	-0.104640501
638	0.10077	0.207288165	-0.106518165
638.04	0.10377	0.207285828	-0.103515828
638.08	0.10621	0.207283492	-0.101073492
638.12	0.1082	0.207281156	-0.099081156
638.16	0.10835	0.207278819	-0.098928819
638.2	0.1109	0.207276483	-0.096376483
638.24	0.1113	0.207274146	-0.095974146
638.28	0.11283	0.20727181	-0.09444181
638.32	0.1056	0.207269473	-0.101669473
638.36	0.11314	0.207267137	-0.094127137
638.4	0.11197	0.207264801	-0.095294801
638.44	0.11304	0.207262464	-0.094222464
638.48	0.11487	0.207260128	-0.092390128
638.52	0.12912	0.207257791	-0.078137791
638.56	0.12923	0.207255455	-0.078025455
638.6	0.12368	0.207253119	-0.083573119
638.64	0.12449	0.207250782	-0.082760782
638.68	0.12714	0.207248446	-0.080108446
638.72	0.12424	0.207246109	-0.083006109
638.76	0.12831	0.207243773	-0.078933773
638.8	0.136	0.207241436	-0.071241436
638.84	0.13564	0.2072391	-0.0715991
638.88	0.13488	0.207236764	-0.072356764
638.92	0.14109	0.207234427	-0.066144427
638.96	0.15183	0.207232091	-0.055402091
639	0.14694	0.207229754	-0.060289754
639.04	0.15071	0.207227418	-0.056517418
639.08	0.16008	0.207225082	-0.047145082
639.12	0.15641	0.207222745	-0.050812745
639.16	0.15636	0.207220409	-0.050860409
639.2	0.16665	0.207218072	-0.040568072
639.24	0.1668	0.207215736	-0.040415736
639.28	0.17541	0.207213399	-0.031803399
639.32	0.18376	0.207211063	-0.023451063
639.36	0.17831	0.207208727	-0.028898727
639.4	0.18106	0.20720639	-0.02614639
639.44	0.18131	0.207204054	-0.025894054
639.48	0.18101	0.207201717	-0.026191717
639.52	0.19414	0.207199381	-0.013059381
639.56	0.19241	0.207197045	-0.014787045
639.6	0.20254	0.207194708	-0.004654708
639.64	0.20621	0.207192372	-0.000982372
639.68	0.21486	0.207190035	0.007669965
639.72	0.21476	0.207187699	0.007572301
639.76	0.21222	0.207185362	0.005034638
639.8	0.21043	0.207183026	0.003246974
639.84	0.21792	0.20718069	0.01073931
639.88	0.21497	0.207178353	0.007791647
639.92	0.22622	0.207176017	0.019043983
639.96	0.2309	0.20717368	0.02372632
640	0.23457	0.207171344	0.027398656
640.04	0.23477	0.207169008	0.027600992
640.08	0.2393	0.207166671	0.032133329
640.12	0.24027	0.207164335	0.033105665
640.16	0.23925	0.207161998	0.032088002
640.2	0.23029	0.207159662	0.023130338
640.24	0.24205	0.207157326	0.034892674
640.28	0.25081	0.207154989	0.043655011
640.32	0.25061	0.207152653	0.043457347
640.36	0.26308	0.207150316	0.055929684
640.4	0.26476	0.20714798	0.05761202
640.44	0.27046	0.207145643	0.063314357
640.48	0.26593	0.207143307	0.058786693
640.52	0.28518	0.207140971	0.078039029
640.56	0.28533	0.207138634	0.078191366
640.6	0.28553	0.207136298	0.078393702
640.64	0.28365	0.207133961	0.076516039
640.68	0.29592	0.207131625	0.088788375
640.72	0.292	0.207129289	0.084870711
640.76	0.29877	0.207126952	0.091643048
640.8	0.30457	0.207124616	0.097445384
640.84	0.31002	0.207122279	0.102897721
640.88	0.33721	0.207119943	0.130090057
