	m	t	
f	0.000125415	0.0316679	
			
			
X in nm	Y Signal 	f	y-f
600.44	0.10525	0.106972083	-0.001722083
600.48	0.09909	0.106977099	-0.007887099
600.52	0.09903	0.106982116	-0.007952116
600.56	0.10382	0.106987132	-0.003167132
600.6	0.10576	0.106992149	-0.001232149
600.64	0.11787	0.106997166	0.010872834
600.68	0.10906	0.107002182	0.002057818
600.72	0.10555	0.107007199	-0.001457199
600.76	0.11049	0.107012215	0.003477785
600.8	0.11029	0.107017232	0.003272768
600.84	0.10382	0.107022249	-0.003202249
600.88	0.10464	0.107027265	-0.002387265
600.92	0.09812	0.107032282	-0.008912282
600.96	0.1055	0.107037298	-0.001537298
601	0.10199	0.107042315	-0.005052315
601.04	0.10056	0.107047332	-0.006487332
601.08	0.10178	0.107052348	-0.005272348
601.12	0.10168	0.107057365	-0.005377365
601.16	0.10163	0.107062381	-0.005432381
601.2	0.10469	0.107067398	-0.002377398
601.24	0.1055	0.107072415	-0.001572415
601.28	0.1085	0.107077431	0.001422569
601.32	0.10367	0.107082448	-0.003412448
601.36	0.10733	0.107087464	0.000242536
601.4	0.10769	0.107092481	0.000597519
601.44	0.11008	0.107097498	0.002982502
601.48	0.10626	0.107102514	-0.000842514
601.52	0.10642	0.107107531	-0.000687531
601.56	0.10642	0.107112547	-0.000692547
601.6	0.11044	0.107117564	0.003322436
601.64	0.10265	0.107122581	-0.004472581
601.68	0.1028	0.107127597	-0.004327597
601.72	0.10759	0.107132614	0.000457386
601.76	0.10749	0.10713763	0.00035237
601.8	0.10927	0.107142647	0.002127353
601.84	0.10255	0.107147664	-0.004597664
601.88	0.1057	0.10715268	-0.00145268
601.92	0.1082	0.107157697	0.001042303
601.96	0.10092	0.107162713	-0.006242713
602	0.10082	0.10716773	-0.00634773
602.04	0.10082	0.107172747	-0.006352747
602.08	0.1111	0.107177763	0.003922237
602.12	0.10937	0.10718278	0.00218722
602.16	0.10637	0.107187796	-0.000817796
602.2	0.10652	0.107192813	-0.000672813
602.24	0.09797	0.10719783	-0.00922783
602.28	0.09797	0.107202846	-0.009232846
602.32	0.1027	0.107207863	-0.004507863
602.36	0.11105	0.107212879	0.003837121
602.4	0.1083	0.107217896	0.001082104
602.44	0.10357	0.107222913	-0.003652913
602.48	0.1027	0.107227929	-0.004527929
602.52	0.10357	0.107232946	-0.003662946
602.56	0.1055	0.107237962	-0.001737962
602.6	0.10591	0.107242979	-0.001332979
602.64	0.10764	0.107247996	0.000392004
602.68	0.10382	0.107253012	-0.003433012
602.72	0.10458	0.107258029	-0.002678029
602.76	0.10469	0.107263045	-0.002573045
602.8	0.10301	0.107268062	-0.004258062
602.84	0.1	0.107273079	-0.007273079
602.88	0.09995	0.107278095	-0.007328095
602.92	0.1054	0.107283112	-0.001883112
602.96	0.10525	0.107288128	-0.002038128
603	0.09878	0.107293145	-0.008513145
603.04	0.10555	0.107298162	-0.001748162
